@relation data
@attribute V1 {'1','2'}
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 {'1','2','3','4'}
@attribute V8 {'1','2','3','4'}
@attribute V9 {'1','2','3','4','5','6'}
@attribute V10 {'1','2','3'}
@attribute V11 {'1','2','3','4','5'}
@attribute V12 {'1','2','3','4'}
@attribute V13 {'1','2','3','4'}
@attribute V14 {'1','2','3'}
@attribute V15 {'1','2','3'}
@attribute V16 numeric
@attribute V17 {'1','2','3','4'}
@attribute V18 {'1','2','3','4','5'}
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 {'1','2','3'}
@attribute V22 numeric
@attribute V23 {'1','2','3'}
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute Class {'1','2'}
@data
'1',-0.294392028877595,-0.364322461853867,-0.103736387808088,-0.215352800966344,-1.1627887613582,'3','3','5','1','3','3','1','2','1',-2.06554557465219,'2','5',-0.231811418206545,-0.712223604992955,'2',0.507278207833289,'1',-0.284077444429433,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.364728397029042,1.42366904994984,0.00316695436933874,1.36263086033569,'2','1','2','1','2','1','2','1','1',-3.62896984734779e-08,'4','4',0.374177914980458,-0.642764460465546,'2',4.66147625876997e-08,'1',-0.286485068740059,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.364660414326597,-1.47840128179023,-1.08943182230908,-1.1627887613582,'2','1','1','1','3','3','3','3','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,-0.673635191366616,'2',4.66147625876997e-08,'1',0.0863262956668368,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'2',3.38550833209234,2.74901141826585,-0.256476931583883,0.731566138821615,-0.152620912680643,'1','1','2','1','1','3','2','3','1',3.01501224374019,'1','1',-0.938798973591383,-0.708364763630321,'1',4.66147625876997e-08,'2',-0.677446216411672,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'1',-0.294392028877595,-0.360159175008958,0.049004155967708,0.148846791259794,-0.152620912680643,'3','1','1','1','3','4','1','2','2',-3.62896984734779e-08,'4','4',-0.0298149738108775,2.18190741698243,'1',-0.89116466861856,'1',-0.286299866870011,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.363221011338296,-0.867439106687055,0.87724597571207,1.1100888981663,'3','1','4','1','5','3','3','2','3',-0.251060639512052,'4','5',-0.130813196008711,-0.681352874091884,'2',4.66147625876997e-08,'2',-0.0835038191673029,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',3.38550833209234,2.75547631179641,4.07308120059837e-07,2.04268467083571,0.352463011658135,'3','3','4','2','4','4','3','3','1',-3.62896984734779e-08,'4','5',0.67717258157396,-0.642764460465546,'3',1.46870768539394,'2',-0.418163598344283,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'2',-0.294392028877595,-0.365570336651627,-1.02017965046285,-0.870912066973393,-0.405162874850032,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,5.53100596068494e-09,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,2.748457097769,-0.867439106687055,-0.288192719411572,-0.594569346477074,'1','1','2','1','2','3','1','1','1',-3.62896984734779e-08,'2','5',-0.635804306997881,-0.673635191366616,'1',4.66147625876997e-08,'1',0.101327647140736,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.361994054295135,1.88189068127722,1.38712540482866,0.289327521115788,'4','3','6','1','3','3','3','2','1',-3.62896984734779e-08,'4','5',0.879169025969628,-0.608034888201841,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.363270691005468,2.64559340015619,0.00316695436933874,1.86771478467447,'1','1','5','2','5','4','4','3','1',-3.62896984734779e-08,'4','4',-0.0298149738108775,-0.708364763630321,'2',4.66147625876997e-08,'1',-0.286485068740059,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363804747427557,0.354485243519288,-0.870912066973393,-0.91024679918881,'1','1','1','1','1','3','1','2','3',0.958595983914706,'4','3',0.273179692782624,-0.681352874091884,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.368811281254714,0.659966331070879,-1.08943182230908,0.22619203057344,'2','1','4','1','2','3','1','2','1',-3.62896984734779e-08,'1','5',0.172181470584791,-0.665917508641349,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',3.38550833209234,-0.360106226942631,0.201744699743493,2.11552458928094,1.86771478467447,'3','3','1','1','2','4','1','2','1',-3.62896984734779e-08,'4','5',0.374177914980458,1.7574348670927,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.360959932802178,-0.103736387808088,-0.433872556302027,-1.1627887613582,'3','3','3','1','3','4','3','3','2',-3.27520219807895,'4','5',0.475176137178292,1.56449279896101,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363688392417604,-0.561958019135474,-0.433872556302027,0.731275954912219,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,5.53100596068494e-09,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.363029483147755,0.201744699743493,0.00316695436933874,-0.0263499315959485,'4','3','3','2','3','3','3','2','1',-3.62896984734779e-08,'3','5',-0.332809640404379,-0.673635191366616,'2',0.769486247168011,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.364253825471591,-0.561958019135474,-0.870912066973393,-1.1627887613582,'3','1','1','1','3','3','2','1','1',-3.62896984734779e-08,'1','3',-0.938798973591383,-0.731517811806124,'2',-1.50298342706624,'1',0.0859558919267405,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'1',-0.294392028877595,2.74124112611239,4.07308120059837e-07,-1.60247820197025e-08,-1.89406471230339e-08,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,5.53100596068494e-09,'2',4.66147625876997e-08,'2',0.118921824795308,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'2',-0.294392028877595,-0.359833642453021,-0.714698562911259,-0.870912066973393,-1.89406471230339e-08,'2','1','1','1','1','1','1','1','1',-3.62896984734779e-08,'4','5',-0.130813196008711,1.98896534885073,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'2',-0.294392028877595,-0.363716500650346,-0.714698562911259,0.87724597571207,-0.0263499315959485,'3','3','4','2','5','4','4','3','2',-0.85588895122543,'4','5',1.9901494701458,-0.654340984553447,'2',4.66147625876997e-08,'2',0.101327647140736,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363215128219816,-1.47840128179023,1.31428548638344,-1.1627887613582,'3','3','4','2','2','4','2','2','3',1.56342429562808,'3','3',0.576174359376126,-0.62732909501501,'3',3.82858003940643,'3',-0.268705689215438,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.363747877282243,-1.47840128179023,-0.433872556302027,-1.89406471230339e-08,'2','1','1','1','3','3','3','2','1',-3.62896984734779e-08,'4','5',-0.332809640404379,-0.689070556817152,'2',4.66147625876997e-08,'1',-0.268335285475342,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.36359360884208,0.049004155967708,-0.288192719411572,-0.152620912680643,'1','1','1','1','3','1','1','2','1',-3.62896984734779e-08,'4','4',0.273179692782624,-0.611893729564475,'2',3.12935860118051,'1',-0.26852048734539,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.363506669424531,4.07308120059837e-07,1.02292581260253,-0.0263499315959485,'3','3','4','2','5','4','4','3','3',-3.62896984734779e-08,'4','4',0.576174359376126,-0.689070556817152,'2',4.66147625876997e-08,'1',-0.469279314477568,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.364149890378431,4.07308120059837e-07,1.16860564949298,-0.405162874850032,'4','3','3','2','4','4','3','2','3',-3.62896984734779e-08,'4','2',2.69713702553064,-0.619611412289743,'2',4.66147625876997e-08,'3',0.639524281500615,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363704734413384,0.201744699743493,1.45996532327389,-0.91024679918881,'3','3','5','2','3','3','1','1','2',-3.62896984734779e-08,'4','5',0.475176137178292,-0.712223604992955,'2',-1.76519146640097,'3',0.28652951718887,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'1',-0.294392028877595,-0.360858612428342,-0.561958019135474,0.00316695436933874,-1.89406471230339e-08,'3','3','1','1','5','3','1','2','1',-3.62896984734779e-08,'1','1',0.980167248167462,2.14331900335609,'1',-0.89116466861856,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.36402961328949,0.659966331070879,-0.725232230082937,-1.89406471230339e-08,'1','1','1','1','3','3','2','1','1',-3.62896984734779e-08,'1','3',-1.44379008458055,-0.689070556817152,'1',1.73091572472866,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'1',3.38550833209234,2.73991219501556,1.57640959372564,2.69824393684276,4.14059244419897,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,5.53100596068494e-09,'2',4.66147625876997e-08,'2',-0.286114664999963,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.363701466014228,4.07308120059837e-07,0.58588630193116,-1.89406471230339e-08,'3','3','6','2','5','3','3','1','3',-3.62896984734779e-08,'4','5',1.6871548035523,-0.692929398179786,'3',4.66147625876997e-08,'2',0.101327647140736,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',3.38550833209234,2.74699808438576,1.27092850617405,2.84392377373322,2.62534067118264,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',0.0711832483869565,-0.615752570927109,'2',-2.55181558440513,'1',1.0634513620408,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.363176561109775,-0.256476931583883,-0.433872556302027,-1.1627887613582,'3','1','3','1','3','3','1','1','1',-3.62896984734779e-08,'2','2',0.0711832483869565,-0.673635191366616,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.360713495505815,4.07308120059837e-07,1.7513249970548,-1.89406471230339e-08,'3','4','4','1','4','4','4','1','1',-3.62896984734779e-08,'4','5',0.576174359376126,1.64166962621369,'2',-0.89116466861856,'3',-0.0838742229073991,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.359838871891671,-4.22773106975452,2.47972418150708,-0.405162874850032,'3','3','4','2','4','4','1','2','1',-3.62896984734779e-08,'4','5',1.0811654703653,1.71884645346637,'3',-0.89116466861856,'3',-0.0838742229073991,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363486405349763,4.07308120059837e-07,1.7513249970548,-1.89406471230339e-08,'4','3','4','2','5','4','4','1','1',-3.62896984734779e-08,'4','5',1.3841601369588,-0.692929398179786,'3',4.66147625876997e-08,'2',-0.0838742229073991,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.36344653088006,-0.409217475359679,-0.433872556302027,-0.973382289731157,'3','1','4','2','5','4','4','2','2',-3.62896984734779e-08,'4','5',1.88915124794797,-0.654340984553447,'2',4.66147625876997e-08,'1',-0.250555905950721,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.363490327428751,-1.02017965046285,-0.870912066973393,-0.91024679918881,'1','1','1','1','1','1','1','1','1',-3.62896984734779e-08,'1','5',-0.938798973591383,-0.692929398179786,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.364098903351597,1.11818796239825,0.294526628150249,0.857546935996913,'3','3','3','2','2','3','3','2','2',2.77308091905484,'3','1',0.778170803771794,-0.692929398179786,'3',4.66147625876997e-08,'2',0.639524281500615,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363607336118535,-1.47840128179023,0.440206465040705,1.1100888981663,'3','3','5','2','4','1','2','1','2',-3.62896984734779e-08,'2','1',2.69713702553064,-0.731517811806124,'2',0.944291606724492,'2',0.118921824795308,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'2',-0.294392028877595,-0.363526279819467,0.659966331070879,-0.94375198541862,-1.89406471230339e-08,'1','1','2','1','1','3','2','1','1',-3.62896984734779e-08,'4','2',0.273179692782624,-0.592599522751306,'1',-1.24077538773152,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'1',-0.294392028877595,-0.364872860271737,-1.17292019423865,0.440206465040705,0.352463011658135,'1','1','3','2','3','3','2','2','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,5.53100596068494e-09,'3',4.66147625876997e-08,'2',0.657674064765333,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.363711271211696,4.07308120059837e-07,-1.60247820197025e-08,-1.89406471230339e-08,'1','1','3','1','1','3','1','2','1',-3.62896984734779e-08,'2','2',-0.332809640404379,-0.64662330182818,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'2',-0.294392028877595,-0.363017716910793,0.659966331070879,-1.1622717407543,-0.657704837019421,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',-0.534806084800047,-0.696788239542419,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'2',-0.294392028877595,-0.363725652167982,3.25655557525936,1.53280524171912,0.352463011658135,'3','3','1','2','2','3','3','2','1',2.77308091905484,'1','5',1.0811654703653,-0.631187936377644,'3',1.29390232583745,'3',0.693047621944526,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',3.38550833209234,2.74346167649897,0.659966331070879,3.20812336595935,-0.657704837019421,'3','1','5','1','3','3','4','3','1',-3.62896984734779e-08,'4','5',-0.837800751393549,5.53100596068494e-09,'2',4.66147625876997e-08,'2',0.639524281500615,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.364110669588559,4.07308120059837e-07,-1.60247820197025e-08,-1.89406471230339e-08,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',-2.25177586216322,-0.685211715454518,'2',4.66147625876997e-08,'1',-0.101097996821876,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.363608643478198,4.07308120059837e-07,-0.288192719411572,0.352463011658135,'2','1','2','1','5','3','3','2','2',-3.62896984734779e-08,'4','5',-0.433807862602213,-0.64662330182818,'2',4.66147625876997e-08,'2',-0.0831334154272066,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.364485881811667,4.07308120059837e-07,-1.60247820197025e-08,-0.657704837019421,'4','3','3','1','5','4','3','2','1',-3.62896984734779e-08,'4','4',0.67717258157396,-0.716082446355589,'3',4.66147625876997e-08,'2',-0.0838742229073991,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.36408975183396,4.07308120059837e-07,0.87724597571207,-1.89406471230339e-08,'3','3','3','2','5','4','4','1','2',-3.62896984734779e-08,'4','5',1.3841601369588,5.53100596068494e-09,'2',4.66147625876997e-08,'2',0.101327647140736,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.363087006972901,-0.561958019135474,-0.870912066973393,0.0999210494887461,'1','1','3','1','2','1','1','1','1',-3.62896984734779e-08,'4','5',-0.938798973591383,-0.685211715454518,'2',4.66147625876997e-08,'1',-0.284077444429433,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'2',-0.294392028877595,-0.364708786634106,0.507225787295084,-0.433872556302027,-1.89406471230339e-08,'2','2','1','1','1','2','2','2','1',-3.62896984734779e-08,'1','1',-0.231811418206545,-0.64662330182818,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.364268860107709,-0.561958019135474,0.58588630193116,-0.531433855934727,'2','1','2','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',1.78815302575013,-0.635046777740278,'1',2.60494252251106,'2',-0.0838742229073991,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'2',-0.294392028877595,-0.360567071223627,0.049004155967708,2.11552458928094,-0.91024679918881,'4','3','4','2','2','4','4','1','1',-3.62896984734779e-08,'4','5',1.88915124794797,2.22049583060877,'2',-0.89116466861856,'3',-0.268335285475342,2.01637218261345,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.363590994122755,1.27092850617405,-0.288192719411572,0.352463011658135,'3','1','4','2','3','3','2','1','2',2.77308091905484,'4','5',-0.231811418206545,-0.654340984553447,'3',1.73091572472866,'1',-0.286114664999963,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.360180092763557,4.07308120059837e-07,-0.433872556302027,0.352463011658135,'3','1','3','1','3','3','2','1','1',-3.62896984734779e-08,'3','4',-2.04977941776756,1.83461169434538,'2',-1.76519146640097,'1',-0.26852048734539,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.360246114426508,-0.409217475359679,0.00316695436933874,-1.89406471230339e-08,'1','1','5','2','3','3','1','1','3',-3.27520219807895,'3','4',1.18216369256313,1.91178852159806,'1',-0.89116466861856,'1',-0.247407474159902,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.364072102478518,0.354485243519288,-0.65239231163771,-0.405162874850032,'1','1','1','1','1','3','1','2','1',-3.62896984734779e-08,'3','2',0.273179692782624,-0.665917508641349,'1',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'2',-0.294392028877595,-0.363519089341323,4.07308120059837e-07,-0.725232230082937,-0.91024679918881,'1','1','3','1','3','3','1','2','3',0.958595983914706,'4','5',0.879169025969628,-0.665917508641349,'2',4.66147625876997e-08,'1',-0.284077444429433,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'2',-0.294392028877595,-0.363192903105555,-0.256476931583883,-0.870912066973393,-1.1627887613582,'1','1','1','1','1','3','1','1','1',-3.62896984734779e-08,'3','2',-0.433807862602213,-0.700647080905053,'2',0.944291606724492,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'2',-0.294392028877595,-0.364540790917488,-1.78388236934182,-0.433872556302027,-0.657704837019421,'3','1','1','1','3','3','3','2','2',-0.251060639512052,'4','4',-0.332809640404379,-0.650482143190813,'2',4.66147625876997e-08,'3',-0.268335285475342,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.363749838321737,-0.561958019135474,-0.870912066973393,-0.152620912680643,'1','1','1','1','1','2','1','2','1',-3.62896984734779e-08,'1','1',-0.0298149738108775,-0.716082446355589,'2',3.47896932029347,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'2'
'1',-0.294392028877595,2.75419117724828,-0.714698562911259,-0.579552393192482,-1.89406471230339e-08,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',4.3765897760843e-09,5.53100596068494e-09,'2',4.66147625876997e-08,'2',-0.286114664999963,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.364374102560532,-0.103736387808088,-0.725232230082937,-0.405162874850032,'1','1','5','1','4','3','1','2','3',2.77308091905484,'1','5',0.778170803771794,-0.654340984553447,'2',-0.366748589949117,'2',-0.286299866870011,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',3.38550833209234,2.75005730599577,4.07308120059837e-07,-1.60247820197025e-08,-1.89406471230339e-08,'3','1','1','1','3','3','1','2','1',-3.62896984734779e-08,'4','5',-0.938798973591383,-0.754670859981927,'2',4.66147625876997e-08,'2',1.38273938600378,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',3.38550833209234,-0.360698460869698,2.34011231260461,1.02292581260253,-1.89406471230339e-08,'3','3','5','2','2','3','1','2','1',-3.62896984734779e-08,'4','5',0.172181470584791,1.2557854899503,'2',-0.89116466861856,'3',-0.418163598344283,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.360356586317981,-0.867439106687055,-1.23511165919953,-0.657704837019421,'3','3','1','1','3','3','2','2','1',-3.62896984734779e-08,'3','5',-0.938798973591383,1.68025803984003,'2',4.66147625876997e-08,'1',-0.0838742229073991,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'2',-0.294392028877595,-0.360266378501275,0.812706874846675,-0.725232230082937,-0.657704837019421,'2','1','1','1','1','1','1','1','1',-3.62896984734779e-08,'1','1',-1.34279186238272,2.02755376247707,'2',4.66147625876997e-08,'1',-0.677446216411672,-0.138902309404632,-0.0577350269189626,0.700639366855774,'2'
'1',-0.294392028877595,-0.362920318615945,4.07308120059837e-07,-1.60247820197025e-08,-1.89406471230339e-08,'3','3','3','3','5','3','3','3','2',-3.62896984734779e-08,'4','5',-0.0298149738108775,-0.716082446355589,'2',4.66147625876997e-08,'2',-0.117210559516064,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',-0.294392028877595,-0.365031704470719,-1.02017965046285,0.87724597571207,-0.783975818104116,'1','3','6','2','3','4','2','2','3',0.353767672201327,'4','4',2.2931441367393,-0.600317205476573,'3',4.66147625876997e-08,'1',-0.26852048734539,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.364995752080003,-2.70032563199658,0.950085894157298,0.289327521115788,'3','3','4','1','4','3','2','2','1',-3.62896984734779e-08,'4','4',0.0711832483869565,-0.696788239542419,'3',0.507278207833289,'2',-0.269076092955534,-0.138902309404632,-0.0577350269189626,-1.42251022967687,'1'
'1',-0.294392028877595,-0.360264417461782,-1.32566073801444,-1.1622717407543,-1.89406471230339e-08,'3','3','1','1','2','3','2','3','1',-3.62896984734779e-08,'3','5',-1.03979719578922,5.53100596068494e-09,'3',-0.89116466861856,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
'1',3.38550833209234,2.74863882076207,-0.103736387808088,1.02292581260253,3.13042459552141,'3','1','2','1','3','4','1','2','1',-3.62896984734779e-08,'1','5',-1.03979719578922,-0.723800129080856,'2',4.66147625876997e-08,'1',-0.101283198691924,-0.138902309404632,-0.0577350269189626,0.700639366855774,'1'
